law,weights,replicate,ess,max_weight,D4,moment_error,success,condition,I1,I2,I3,I4
unimodal,equal,14,400.00000000000006,0.0025,1.0630437896021379,4.6540216125379175e-11,True,3259.129177002321,1.051974984601189,0.0020760660745060555,0.0009200343874020689,0.008072704539040743
unimodal,pareto,14,132.15582051987244,0.03996195831689318,1.1287953806836661,6.606792890551105e-11,True,9579.885927723863,1.115851978281821,0.0025682325625622227,0.0011156127299258856,0.009259557109356997
unimodal,equal,15,400.00000000000006,0.0025,1.071250476377334,3.096745082586949e-12,True,22386.401625867646,1.0441563735318664,0.014936858799864172,0.0035277718035864325,0.008629472242017044
unimodal,pareto,15,78.07709077896317,0.09200931222155548,0.9360269334449534,6.969380628163435e-11,True,136822.81965883847,0.8792102531261925,0.00025188722082125636,0.03669416535513159,0.01987062774280801
unimodal,equal,16,400.00000000000006,0.0025,1.0024614214092322,3.979261364861486e-12,True,11914.604361802261,0.9985499920447496,0.001703754205285346,0.0013254632290538026,0.0008822119301434839
unimodal,pareto,16,160.7255892188439,0.03636699357984787,1.060687825803842,9.240819220934782e-11,True,11605.863801519463,1.0506746148660868,0.000887707470653254,0.006779560577554911,0.002345942889546926
unimodal,equal,17,400.00000000000006,0.0025,0.9989484289989079,2.1774915204275658e-11,True,13247.898620039703,0.9962885213681498,0.0007373023423804526,0.0018997862611400684,2.2819027237552802e-05
unimodal,pareto,17,40.46744748776054,0.11966340759777123,1.0102369541061247,1.954980621832192e-11,True,44177.71245984723,0.9647189050042435,0.003306761229015187,0.023822372429406435,0.018388915443459553
unimodal,equal,18,400.00000000000006,0.0025,1.0842680898694308,6.921019313210763e-12,True,8311.320120393,1.0800378489363447,0.00215879536376562,0.001138756529222018,0.0009326890400984666
unimodal,pareto,18,58.77031300996988,0.1011991768164218,1.1889539165363958,3.339872822749612e-11,True,21391.099853865962,1.1858462305630804,0.0016663904443880995,0.0005600739767182006,0.0008812215522091549
unimodal,equal,19,400.00000000000006,0.0025,1.0423177251360691,4.119060648122286e-11,True,13214.538178738254,1.0302503103596101,0.00020706739998477275,0.0011743111412312324,0.010686036235243002
unimodal,pareto,19,31.4590946188522,0.1404316312277185,1.1968529161677743,1.0431888686213142e-10,True,93493.22411921358,1.148855567214043,0.023444600422591666,0.0027536624389514763,0.02179908609218817
unimodal,equal,20,400.00000000000006,0.0025,1.0502719685438233,8.047784660902835e-12,True,116104.18623537957,1.0430649123832527,0.001483240961168697,0.0015728936135177563,0.004150921585884149
unimodal,pareto,20,43.90918082490667,0.08480848336139309,0.9851235419332411,1.7313717126654637e-10,True,460252.14712231606,0.9484246851554099,0.02036540247241536,0.0035420838593775983,0.012791370446038286
unimodal,equal,21,400.00000000000006,0.0025,1.0736181072852613,1.228552815035755e-10,True,26048.653250078572,1.0608821515834457,0.002832044603554351,0.004837754589100296,0.0050661565091609795
unimodal,pareto,21,136.42676120217914,0.0336213789694598,1.052208005746369,1.7090662218777197e-10,True,56272.81405481171,1.0292404227407443,0.002575335252584132,0.0017387720548511787,0.018653475698189315
unimodal,equal,22,400.00000000000006,0.0025,1.0067594967302789,4.54081217071689e-14,True,336362.46156724787,0.9979778762679041,0.004216562151314385,0.0035122947901990997,0.0010527635208612551
unimodal,pareto,22,154.82324062034553,0.028612314533262344,1.0556386441210543,6.536560182013318e-11,True,131462.91005514713,1.0422965403609332,0.009640370295020517,0.0029423377268678053,0.0007593957382328043
